,S/N,Type,ABIA STATE,ADDRESS,Latitude,Longitude
,797,Daily,"Eke-Obinagu Market, Emene","Obinagu Nike Rd, Obinagu 400103, Emene, Enugu",6.469220000,7.601382000
,798,Daily,Udi Market,"89FX+FC4, Old Enugu-Onitsha Road, 401101, Udi, Enugu",6.347277000,7.393129000
,799,Daily,Amechi Market,"9GJ8+9R6, Unnamed Road, Ugwuaji 400108, Enugu",6.413487000,7.525800000
,800,4.0 M.D,Afor Mbu Market,"Km 9 Community Road, Mbu II, Enugu",6.759795000,7.600670000
,801,Daily,"Old Park Market, Enugu","400102, Enugu",6.438141000,7.484051000
,802,Daily,"Mini Market, Ogui","CG83+6RG, Ogui 400108, Enugu",6.419653000,7.504758000
,803,Daily,Oji River Main Market,"774C+C3R, 401124, Oji River, Enugu",6.257258000,7.269854000
,804,Daily,"Mammy Market, Enugu","FGC9+W7Q, GRA 400103, Enugu",6.562488000,7.507932000
,805,Daily,Orba Main Market Nsukka,"Owerre Eze Orba Road, 410107, Orba Nsukka, Enugu",6.85765900,7.458574000
,806,Daily,"Ikpa Commodity Market, Nsukka","RCR6+FPP, state, Nru Nsukka, Nsukka",6.842148000,7.411924000
,807,Daily,Agbani Market,"Uwani 400107, Enugu",6.410022000,7.496149000
,808,Daily,Odenigbo Market,"V93J+MVC, Odenigbo Road, Nsukka 410111, Nsukka, Enugu",6.855551000,7.382218000
,809,Daily,"Ekeani Market, Ngwo-Asaa","CFF2+Q7P, 401107, Ngwo-Asaa, Enugu",6.425699000,7.451132000
,810,Daily,Ndaigu Umuchagwu Market,"V9C8+FF7, 410101, Nsukka, Enugu",6.87206300,7.365947000
,811,Daily,Opi Market,"QCFM+QCH, 410106, Opi, Enugu",6.77962900,7.434559000
,812,Daily,Amube Market,"993F+X7F, 401108, Umudim, Enugu",6.409960000,7.383106000
,813,Daily,Ugbene2 Market,"35 Egbunoha St, Trans Ekulu Enugu",6.500299000,7.50062700
,814,Daily,Eke-Obinagu Market,"Obinagu Nike Rd, Obinagu 400103, Emene, Enugu",6.480947000,7.604944000
,815,Daily,9th Mile Market,"CCG4+RJC, A3, 9th Mile 401118, Ngwo, Enugu",6.460300000,7.407425000
,816,Daily,New Market Nsukka,"Owere Nsukka 410111, Nsukka, Enugu",6.853325000,7.395850000
,817,Daily,Obollo Eke Market,"VMC3+MWR, 412109, Okbokubono, Enugu",6.887748000,7.657173000
,818,Daily,Afor Nachi Market,"78PQ+F2G, Old Enugu-Onitsha Road, 401103, Nachi (2), Enugu",6.290886000,7.338887000
,819,Daily,Unnamed Market,"9GCF+XFQ, Ugwuaji 400106, Enugu",6.413648000,7.519257000
,820,Daily,Ugbo-Odogwu Market,"FFFG+4M2, Trans-Ekulu 400103, Enugu",6.542748000,7.487770000
,821,Daily,Eke-Aku Market,"P83G+7QF, Akpugu Road, 411106, Aku, Enugu",6.73757700,7.330860000
,822,Daily,Nkwo Inyi Market,"St. Francis Catholic Church Alum Inyi, 401148, Enugu",6.128459000,7.294063000
,823,Daily,Opi Junction Market,"QCFM+QCH, 410106, Opi, Enugu",6.775368000,7.4337430
,824,Daily,Orie Emene Community Market,"Abakaliki Rd, Emene 400104, Enugu",6.46226800,7.578152000
,825,Daily,Eke Amaeke Market,"401118, Ngwo, Enugu",6.438672000,7.402228000
,826,Daily,Nsukka Main Market,"Ihe Nsukka 410105, Nsukka, Enugu",6.852829000,7.401921000
,,,,,,
,,,GOMBE STATE,,,
,827,Daily,Gombe Main Market,"Herwa Gana Road, 760253, Gombe",10.28947100,11.17934900
,828,Daily,Gombe Old Market,"Tsohuwar Kasuwa, 760252, Gombe",10.28957500,11.16568200
,829,Daily,Pantami Market,"75F9+V25, local, government area 121212, Gombe",10.27606200,11.16778500
,830,Daily,Kaltungo New Market,"Off Gombe-Yola Rd, 770117, Kaltungo, Gombe",9.826693000,11.33311500
,831,Daily,Kasuwar Waya Gombe Market,"75RH+4HG, 760253, Gombe",10.29154300,11.17899100
,832,Daily,"Kaltungo Market, Kaltungo","R885+2FV, Kalaring 770117, Kaltungo, Gombe",9.849446000,11.31211000
,833,Daily,Makera Main Market,"Herwa Gana Road, 760253, Gombe",10.2954690,11.17861700
,834,Daily,Bajoga Main Market Rouns About,"762102, Bajoga, Gombe",10.85202900,11.43267300
,835,Daily,"Tashan Bus Market,","75C9+42J, 760251, Gombe",10.2709720,11.16768900
,836,Daily,Central Market Filiya,"Unguwan Rogo, 770103, Filiya",9.619680000,11.11669400
,837,Daily,Dukku Main Market,"RQCC+9RJ, 760104, Dukku, Gombe",10.8214740,10.77181500
,838,Daily,"Kaltungo Market, Kaltungo","R885+2FV, Kalaring 770117, Kaltungo, Gombe",9.967058000,11.2962910
,839,Daily,Arawa Market,"857F+2VR, 760102, Gombe",10.32339400,11.17549700
,,,,,,
,,,IMO STATE,,,
,840,Daily,Afor Aja-ala Market,"G8X4+G2M, Mbaise Rd, 463110, Aguneze, Imo",5.255250000,6.825590000
,841,Daily,Eke Okigwe,"470101, Umuokwara, Imo",5.843909000,7.348413000
,842,Daily,Douglas Road Market,"101 Orlu Rd, Amakohia-Akwakuma 460116, Owerri, Imo",5.550381000,7.027302000
,843,Daily,Ulakwo Market,"C48G+523, 460109, Ulakwo, Imo",5.416519000,7.12514600
,844,Daily,Imo International Market,"umusasa, Orlu",5.802235000,7.036545000
,845,Daily,International Market,"Owerri-Orlu Rd Amakohia-Akwakuma 460116, Owerri",5.543238000,7.020065000
,846,Every 4 market days,Orieagu Market,"J8M9+WQ3, Local Governement Area, Ehime - Mbano",5.636346000,7.319455000
,847,Daily,Orlu Market,"Q2VQ+FHF, Umuezeala 473101, Orlu, Imo",5.794468000,7.039191000
,848,Daily,Afor Isieke Market,"MWWP+3H9, Afor Awo-Omamma Market, Awo-Omamma",5.695666000,6.936352000
,849,Daily,Amakohia Market,"78  Orlu Rd, Amakohi-;Akwakuma 460116 Owerri",5.515437000,7.020390000
,850,Daily,International Market Owerri,"G2J7+485, Owerri - Orlu Rd, Amakohia-Akwakuma 460116, Owerri, Imo",5.531200000,7.013484
,851,Daily,Umuehim Market,"H5VR+VQP, 461109, Umucheze, Imo",5.604070000,7.191050000
,852,Daily,World Bank Market,"F2J2+PR9, Nothern Middle Tangent Arterial Highway, New Owerri 460281, Owerri, Imo",5.482248000,7.0022290
,853,Daily,Umuoba Market,"16-28 Uratta Rd, Ikenegbu 460104 Owerri",5.502582000,7.079488000
,854,Daily,Nkwo Ogbor Market,"F7CH+Q67, 462116, Umuezee Ezuhu Nguru, Imo",5.479253000,7.277877000
,855,Every 4 market days,Enyiogugu Market,"Mbaise Rd, 462106 Imo",5.47761300,7.172823000
,856,Daily,Umuohiagu Market,473119 Umu Iago,5.40872700,7.205568000
,857,Daily,Eke Atta Market,"J47H+CFG, 461122, Atta, Imo",5.614652000,7.128723000
,858,Daily,Orie Ndiokoroji Market,"W64V+J5F, Unnamed Road, 470106, Ibinta, Imo",5.910574000,7.24453700
,859,Every 4 market days,Orie Obibi Market,"Elumoche,460114, Nekede",5.482749000,7.091565000
,860,Daily,Nweke Market,"Nkwerre Rd,471116, Nkwerre",5.763034000,7.107712000
,861,Daily,School Road Market,"F2MJ+6XX, Douglas Rd, 460281, Owerri, Imo",5.540805000,7.019985000
,862,Daily,Mammy Market,"frontline, Obinze",5.393383000,6.962317000
,863,Daily,Orie Omuma Market,"Mission Rd, 474110, Eleh, Imo",5.792709000,6.944116000
,864,Daily,Nkwogwu Market,"Mbaise Rd, 471118, Umuezee Ezuhu, Nguru, Imo",5.502341000,7.237826000
,865,Daily,Afor Umuaka Market,"Orlu Rd, 474127, Umuaka, Imo",5.671495000,7.015468000
,866,Daily,Nkwo Imo Market,"Amaruru Ikeduru,461105 Ugiri",5.588550000,7.191367000
,867,Daily,Modern Relief Market Umuowa Orlu,"Q24J+5FW, Orlu Rd, 473107, Nkume, Imo",5.792767000,7.032020000
,868,Daily,Nkwoakuma Market,"MW8R+WXJ, Ubachima 474116, Awo-Omamma, Imo",5.668665000,6.942299000
,869,Daily,Ahiafor Market,"473114, Ihite-Owerri",5.880517000,6.988257000
,870,Daily,Izombe Market,"JVP5+5P4, Oguta-Owerri Road, 464101, Izombe, Imo",5.640272000,6.859272000
,871,Daily,Umuemeke Market,"472102, Ehime-Mbano, Imo",5.696584000,7.284361000
,872,Daily,Afor-Enyiogugu Market Square,"F59W+JWH, 462102, Inyogugu, Imo",5.489850000,7.195746000
,873,Daily,"Orieukwu Market, Umuguma","FXC9+65F, Orieukwu Market, Umuguma Umuome, Avu Road, Owerrinta-Ohoba Rd, New Owerri, Owerri",5.472589000,6.966551000
,874,Daily,Obinze Market,"CX65+MC2, 460107, Obinze, Imo",5.416872000,6.958998000
,875,Daily,International Maarket Place,"Plot 72, Achike Udenwa Estate, New Owerri, 460281",5.478496000,7.009838000
,876,Daily,"Nworie-Chineke Market Square, Amaigbo","P37V+8M2, Unnamed Road, 471124, Amaigbo, Imo",5.714364000,7.094090000
,877,Daily,Nkwo Isu-Njaba Market,"P3G9+R53, Isunjaba Street, 474128, Amaigbo, Imo",5.72760700,7.067866000
,878,Daily,Nempi Market,"QWFH+VHW, 474105, westNigeria, Imo",5.775839000,6.929350000
,879,Daily,Owerri Nkworji Market,"P4W7+3XV, 471125, Amaigbo, Imo",5.745864000,7.114843000
,880,Daily,"Orie Odora, Uzoubi Umuna, Orlu","Q2PW+GQ9, Amaigbo Rd, Umuezeala 473101, Orlu, Imo",5.787174000,7.047269000
,881,Daily,Orie Amaraku Market,"M42X+C2H, 471111, Amaraka, Imo",5.651991000,7.1477280
,882,Daily,Eke Meghuoha Market,"Nworie Ln, Amakohia Layout 460116, Owerri",5.514647000,7.020355000
,883,Daily,Orie Akabo Market,"Owerri-Ngugo Rd, 461110, Akabo",5.614415000,7.085241000
,884,Daily,Afor Urualla Market,"Afor - Urualla - Eke Obodoukwu Rd, Urualla, Imo",5.870843000,7.078706000
,885,Daily,Ukwarasu Market,"Q35V+W44, Nkwerre Rd, 471116, Nkwerre, ImoQ35V+W44, Nkwerre Rd, Imo",5.760712000,7.0929430
,886,Daily,Eke Ututu Main Market,"Autonomous Community, Nkwerre",5.848283000,6.97677500
,887,Daily,Eke Obodoukwu Market,"W32H+WFX, 475113, Obodoukwu, Imo",5.908248000,7.078660000
,888,Daily,Obazu Market,"H386+Q8J, 461121, Obazu, Imo",5.56769400,7.060697000
,889,Daily,Nkwo Lude Market,"Lude unity Junction, Umuokoro, Lude-Umuotunwanyi Rd, Ahiara",5.534162000,7.258373000
,890,Daily,Eke Oha Market Onicha,"G8HH+4PV, 462122, Aguneze, Imo",5.534741000,7.327435000
,891,Daily,Mbara Umuifem Market,"G9CM+PG8, 463103, Avutu, Imo",5.522706000,7.383767000
,892,Daily,Ikeja Market-Ehume,"H94H+MGJ, 463107, Otoko, Imo",5.557620000,7.379037000
,893,Daily,Enyiogugu Market,"Mbaise Rd, 462106, Imo",5.477101000,7.173166000
,894,Daily,Ekikpa Market,"J93J+866 nta, 472122, Anainyi, Imo",5.604049000,7.380901000
,895,Daily,Ogboko Market,"473102, Umueshi",5.817768000,7.089838000
,896,Daily,Oguta New Market,"PR67+QPP, 464102, Oguta, Imo",5.71264500,6.814588000
,897,Daily,Nkwo Ihitte Market,"J88R+GPG, 472120, Ihitte-Uboma, Imo",5.634420000,7.351093000
,898,Daily,Abakpa Market,"470103, Okigwe, Imo",5.944450000,7.343004000
,899,Daily,"Afor Osina Market, Osina","Osina - Dikenafai Rd, 475111, Osina, Imo",5.887962000,7.104332000
,900,Daily,Nkwo Ala Market,"H7CG+XG5, 463105, Ekweragu, Imo",5.573021000,7.276562000
,901,Daily,Irete Market,"460112, Emii, Imo",5.457617000,7.114490000
,902,Daily,Ulakwo Market,"C48G+523, 460109, Ulakwo, Imo",5.416604000,7.125103000
,903,Daily,Obetiti Community Market,"Obetiti, Aboh Mbaise",5.494901000,7.238141000
,904,Daily,Orie Uvuru Market,"97Q4+9XQ, Nguru-Umu Ohie Uku Road, 462104, Uvuru, Imo",5.388965000,7.257579000
,905,Daily,Mission Market Ezedibia,"F4M2+RCW, 460105, Ihitta Orgada, Imo",5.485176000,7.101264000
,906,Daily,Emohe Market,"C4W8+642, 460109, Emii, Imo",5.446619000,7.115321000
,,,,,,
,,,JIGAWA STATE,,,
,907,Daily,Dutse Ultra Modern Market,"Ibrahim Aliyu Way Bypass, Dutse",11.69255800,9.34430000
,908,Daily,"Garki Market , Garki ","733101, Garki, Jigawa",12.43725000,9.184282000
,909,Daily,Gujungu Market,"9H6J+V7P, 733103, LGA, Jigawa",12.36259300,9.580580000
,910,Daily,Sankara Market,"63C8+HXF, 733102, Sankara, Jigawa",12.27920200,9.078508000
,911,Daily,Babura International Market,"Q2F7+64X, 732104, Babura, Jigawa",12.91558400,9.044526000
,912,Daily,Shiwarin Market,"QCQ3+3QP, 720102, Dutse, Jigawa",11.84450200,9.399838000
,913,Daily,Maigatari Market,"RC4V+XXW, Unnamed Road, 732105, Maigatari, Jigawa",12.81009700,9.445479000
,914,Daily,Gumel Market,"J9HP+3FC, 732102, Gumel, Jigawa",12.69908100,9.397102000
,915,Daily,FUD Market,"720101, Dutse",11.70968000,9.367778000
,916,Daily,Gurri Market,"731105, Gurri",12.86003500,10.47150800
,917,Daily,Gilima Market,"733103, Jigawa",12.217426,9.43734400
,918,Wednesdays,Laraba Market,"Dutse-Kude-Kogin-Huguma Rd, 710111, Dutse",11.66947900,9.342315000
,919,Daily,Ringim Central Market,"733102, Ringim, Jigawa",12.1504820,9.1583690
,920,Daily,Trade Fair Complex Jigawa,"ENUGU PLAZA, BBA, Trade Fair Complex 102102, Lagos",6.460528000,3.248899000
,921,Daily,Tanda Market Kaugama,"730102, Kaugama, Jigawa",12.47636300,9.736599000
,922,Daily,"Sabuwar Kasuwa, Sabon Gari Takenebu Market","720105, Sabon Gari, Jigawa",12.30240300,9.576952000
,923,Daily,Dakaiyawa Market,"730102, Dakayawa, Jigawa",12.34908200,9.874885000
,924,Daily,Jahun Market,"720103, Jahun, Jigawa",12.11572200,9.61291300
,925,Daily,Kirikasamma Central Market,"Kukadabo Rd, 731104, Kirikasama",12.69395400,10.2533370
,,,,,,
,,,KADUNA STATE,,,
,926,Daily,Kaduna Central Market,"7 Calabar St, Sabon Gari 200811, Kaduna",10.52029600,7.428683000
,927,Daily,Makera Kakuri Market,"FC96+2FP, Kakuri 800282, Kakuri, Kaduna",10.47082500,7.410982000
,928,Daily,Kasuwan Barci,"mosque, T/Wada kasuwar barci Juma'at, 800282, Kaduna",10.51651800,7.411486000
,929,Daily,Kasuwan Yan Gwari,"GC57+P9V, Tudun Wada 800282, Kaduna",10.51322400,7.414017000
,930,Daily,Sabongari Zaria Main Market,"4P4G+MR9, 810103, Zaria, Kaduna",11.10746000,7.727335000
,931,Daily,Central Market Kauru,"H5F3+V3X, Panbeguwa-Kauru-Kabene Road, 800106, Pambeguwa, Kaduna",10.6804810,8.165646000
,932,Daily,Station Market,"Mekara 800282, Kaduna Junction",10.4957770,7.418518000
,933,Daily,Chechenia Market,"Sabon Gari 800283, Kaduna",10.52238900,7.428298000
,934,Daily,Abubakar Gumi Central Market,"Kaduna, Central Area, Tudun Wada",10.5303220,7.4284780
,935,Daily,Kabala Doki Modern Market,Kabala Doki 800283,10.50206500,7.443518000
,936,Daily,Kaduna Markets,"27, Ali Akilu Rd, City Centre 800283",10.55248300,7.441672000
,937,Daily,Kasu market,"78, Tafawa Balewa Rd, Kabala Coastain 800283",10.5150820,7.452259000
,938,Daily,Royal Market,"Gombe Road, City Centre, 800283, Kaduna",10.51918000,7.451141000
,939,Daily,Bakin Dogo Market,Sabon Gari 800283 Kaduna,10.51704300,7.423652000
,940,Daily,Narayi Market,"28, Kubani Crescent, Barnawa Kaduna",10.47684900,7.445551000
,941,Daily,Yan Gado Market,Kakuri 800282,10.46739200,7.411922000
,942,Daily,Mekera Kakuri Market,"FC96+2FP, Kakuri 800282, Kakuri, Kaduna",10.46890400,7.411204000
,943,Daily,Monday Market Kakuri,"FC47+RFW, Chikun road Chikun local government, Kakuri, Kaduna",10.45821900,7.413662000
,944,Daily,Television Market,"FC2J+24H, Television 800282, Kaduna",10.45078000,7.430537000
,945,Daily,Nassarawa Market,"Nassarawa market, Makera Road, near 800104, Kaduna",10.48385200,7.403348000
,946,Daily,Sabo Main Market,"A235, Tsaunin Kura 800104, Kaduna",10.45108400,7.458940000
,947,Daily,Ungwan Dosa Saturday Market,"College Rd, Badarawa 800283 ",10.5647120,7.453703000
,948,Daily,Ungwan Sunday Super Market,"A15, ungwan sunday, sabo,, Kachia Road, Kaduna",10.45240300,7.442883000
,949,Daily,Kasuwan Dole Market,"FCCV+9J9, Kasuwan Dole Rd, Barnawa 800104, Kaduna",10.47691500,7.443009000
,950,Daily,Kajuru Ultra Modern Market,"802130, Kasuwan Magani, Kaduna",10.40422500,7.715965000
,951,Daily,"New Market, Birnin Gwari","MG9Q+2G9, 800119, Birnin Gwari, Kaduna",10.67216800,6.539817000
,952,Daily,Kasuwar Gwari,"MG7R+GGH, Emirs Palace St, 800116, Birnin Gwari, Kaduna",10.66457700,6.541358000
,953,Daily,Gonin Gora Market,"CCH3+922, Gorin-Gora 800104, Kaduna",10.53209100,7.425539000
,954,Daily,Kasuwa Central Market,"AM16 Rigachukwa Rd, Kakuri 800283, Kaduna",10.51829900,7.429658000
,955,Daily,Chanchangi Modern Market,"G9HP+CJP, Rigasa 800103, Kaduna",10.52938200,7.386318000
,956,Daily,Makera Kakauri Market,"FC96+2FP, Kakuri 800282, Kakuri, Kaduna",10.4683560,7.411634000
,957,Daily,Giwa Market,"Zaria-Funtua Rd, 810105, Ungwan Shehu, Kaduna",11.26236900,7.460831000
,958,Thursday,Giwa Main Market,"6FRQ+PVV, 810105, Giwa, Kaduna",11.24620700,7.488126000
,959,Daily,Mammy Market,"RHH4+92J, 802151, Jaji, Kaduna",10.85851600,7.551292000
,960,Daily,Ikara Market,"56CC+W7J, Anchau road, 801126, Ikara, Kaduna",11.20938300,8.229575000
,961,Daily,Anchau International Market,"811107, Bugau, Kaduna",11.03944400,8.400477000
,962,Daily,"Tashar Yan Abuja, Yan Buhuna Makarfi Market","9VHG+VC2, Kano-Kura-Makarfi-Hunkuyi Road, 812103, Makarfi, Kaduna",11.38051700,7.876275000
,963,Daily,Kenyi Market,"HW2G+WXC, 802111, Kenye, Kaduna",9.552705000,7.92743700
,964,Daily,Kafanchan Market By Kagoro Road,"A235, 801132, Kafanchan",9.643988000,8.305410000
,965,Daily,Jere Market,"HC7Q+P3R, 802114, Jere, Kaduna",9.611343000,7.416499000
,966,Sunday,Katari Main Market,"MFV3+PMC, 802157, Katari, Kaduna",9.725392000,7.444522000
,967,Daily,Zonkwa Market Center,"Q7PR+25J, A 235, 802106, Zonkwa, Kaduna",9.785724000,8.290463000
,968,Daily,"Samaru Ultra Modern Market,Sabon Gari","5M52+C9C, Zaria Sokoto Rd, 810106, Kaduna",11.15928200,7.651245000
,969,Daily,Pambeguwa Central Market,"M7JC+42F, 811108, Pambeguwa, Kaduna",10.82895400,8.285726000
,,,,,,
,,,KANO STATE,,,
,970,Daily,Kurmi Market,"local government, Gwale 700231, Kano",12.00359900,8.512591000
,971,Daily,Jakara Market,"2G26+RF8, Kano City 700225, Kano",12.00131300,8.51130600
,972,Daily,Kantin Kwari Market,"10 Unity Rd, Kofar Mata 700211, Kano",12.00268400,8.531197000
,973,Daily,Yankura Market,"Court Rd, Fagge 700211, Kano",12.01456400,8.533266000
,974,Daily,Galadima Market,"Laying Jirgi, Metamsile NU, Kano",12.01375100,8.534153000
,975,Daily,Bagwai Town Market,"543Q+9F2, 701104, Bagwai, Kano",12.15667000,8.139399000
,976,Daily,Ujile Yan Goro Market,"2G89+28P, Murtala Mohammed Rd, Kano City 700212, Kano",12.01656600,8.518286000
,977,Daily,Kwari Market Mosque,"2G5M+5RF, Kofar Abbale fagge Kantin kwari market Ganduje mosque Fagge L.G.A Fagge local government, 700213, Kano",12.00894800,8.534879000
,978,Daily,Arewa Central Market,"2G3M+V3R, Kwari market, 700213, Kano",12.00837000,8.533551000
,979,Daily,Muhammed Abubakar Rimi Market,"Fagge 700211, Kano",12.01323500,8.536126000
,980,Daily,Yankaba Market,"Kawaji Yankaba Primary school, Kawo, 700210, Kano",12.00918700,8.58065600
,981,Daily,Wambai Market,"IBB Rd, Kofar Wamball 700114, Kano",12.0075190,8.524609000
,982,Daily, Singar Sabuwa Kano,"SINGAR MARKET KANO ,BELLO ROAD GIDAN KATSINAWA Kasuwar SINGAR Kano Layin GIDAN Katsinawa No.22E Kano, Fagge LG, 700241, Kano",12.00985700,8.535805
,983,Daily,Sabon Gari Market ,"Sabon Gari 700211, Kano",12.01962200,8.539886000
,984,Daily,Yan Kura Market,"Fagge 700211, Kano",12.01418700,8.53360900
,985,Daily,Motor Park Sabon Gari Market,"2G6Q+8P2, Ibo Rd, Fagge 700211, Kano",12.01186500,8.539814000
,986,Daily,Civic Centre Ultra Modern Market,"to railway station, 8 Civic Center Rd, Fagge 000234, Kano",12.00822300,8.536312000
,987,Daily,Dantamashe Market,"3H2J+277, 700105, Kano",12.05121700,8.58070800
,988,Daily,Garko Market,"Market, 712101, Garko, Kano",11.6551360,8.800056000
,989,Daily,Sharada Market,"XGC5+HR5, Sharada 700103, Kano",11.97478700,8.510478000
,990,Daily,Gezawa Commodity Market,"1 Gumel Road, LGA 700213, Kano",12.0136110,8.566039000
,991,Daily,Gogori Market,"5329+F87, Unnamed Road, 701104, Gogori, Kano",12.15543200,8.068892000
,992,Daily,Badume Market,"58R5+JXJ, 703101, Badume, Kano",12.19196200,8.309771000
,993,Tuesday,Dumbulun Market,"52Q9+QMM, 703102, Dumbulum, Kano",12.19071800,8.019299
,994,Daily,Sabon Gari Market ,"2G4P+RH2, Abacha line, Fagge 700211, Kano",12.01089200,8.536281000
,995,Daily,Sabon Gari Market ,"2G6Q+QW8, Fagge 700211, Kano",12.01542500,8.540058000
,996,Daily,DAL Market,"FR98+8RR, 712101, Guna, Kano",11.51224300,8.819660000
,997,Daily,Sharada Market 'Yan-Rake,"Sharada Market, Yan-Rake, Kano",11.98330400,8.51223200
,998,Daily,Tarauni Market,"Tarauni, Kano",11.97706700,8.558887000
,999,Daily,Wudil Central Market,"RR3V+J28, 713101, Wudil, Kano",11.80512000,8.84262700
,1000,Daily,Darki Lahadi Market,"MW6C+4VG, 713101, Kafin Malamai, Kano",11.66128000,8.922281000
,,,,,,
,,,,,,
,,,KATSINA STATE,,,
,1001,Daily,Katsina Central Market,"820101, Katsina",12.9716130,7.599781000
,1002,Daily,Sufi Market,"Central Market, 820223, Katsina",12.97208100,7.600999000
,1003,Tuesday&Friday,Yarkutungu Market,"820101, Katsina",13.02108300,7.583415000
,1004,Daily,Yankaji Bayan Central Market,"820101, Katsina",12.97216600,7.605324000
,1005,Daily,CITY Market,"Opp YARIMA, 821101, Dutsin-Ma, Katsina",12.98023500,7.625236000
,1006,Daily,Charanchi Central Market,"MP9M+FFH, IBB Way, 822104, Cheranchi, Katsina",12.67363700,7.734514000
,1007,Daily,Kankiya Central Market,"GRXH+CX2, 822101, Kankiya, Katsina",12.59734100,7.838145000
,1008,Daily,Kankara Market,"WCM6+777, 832102, Kankara, Katsina",11.97349200,7.419036000
,1009,Daily,Modan Market Charanchi,"MPMG+55R, 822104, Cheranchi, Katsina",12.72216600,7.729110000
,1010,Daily,Fatima Baika Central Market,"Sabuwar Tasha, 820101, Katsina",12.97198300,7.601482000
,1011,Daily,Kankara Modern Market,"WCQ7+7F9, Road, 832102, Kankara, Katsina",11.97606100,7.422741000
,1012,Daily,Rahim Shema Central Market,"QJRC+67G, Funtua-Gobirawa Rd, 832103, Malumfashi, Katsina",11.79189700,7.620404000
,1013,Daily,Batsari Central Market,"Q742+R9F, 820116, Batsari, Katsina",12.77669500,7.258898000
,1014,Daily,Kafur Model Market,"JMXQ+GMX, 832103, Ungwan Jangel, Katsina",11.68853900,7.70089300
,1015,Wednesday,Wednesday Market Dutsinma,"FF6P+FM3, 821101, Dutsin-Ma, Katsina",12.4625130,7.487156000
,1016,Daily,Jani Central Market,"RRJ5+9P3, 823101, Jani, Katsina",12.83164600,7.809563000
,1017,Daily,Funtua Central Market,"G8G6+V4R, 830101, Funtua, Katsina",11.60919400,7.311319000
,1018,Daily,Jibia Central Market,"36VG+488, 820105, Jibia, Katsina",13.1461830,7.20637600
,1019,Daily,Gawo Mini Market,"FF6R+55X, Dan Sannabi Road, 821101, Dutsin-Ma, Katsina",12.4617770,7.490644000
,1020,Daily,Matazu Main Market,"6MJF+RVW, 833102, Matazu, Katsina",12.23325000,7.674574000
,1021,Daily,Kusada Model Market,"822102, Kusada, Katsina",12.46655000,7.975021000
,1022,Daily,Dutsin-Ma Modern Market,"Miden market road off, Kankara - Katsina Rd",12.44958500,7.481609000
